Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
23,15,2,0,0,0,0,0,0,0,0,0,11,6,50,8.33,0,0,0,0,0,0,5,11,11,8,0,91,0
26,5,4,0,0,0,0,0,0,0,0,0,8,6,47,7.83,0,0,0,0,0,0,5,10.7,10.7,7.7,0,172,0
25,2,0,1,2,22,1,0,2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,5,4.7,4.7,4.7,0,58,0
23,5,0,0,0,0,0,0,8,30,3.75,0,4,2,21,10.5,0,0,0,0,0,0,5,7.1,7.1,6.1,0,117,0
34,1,1,0,0,0,0,0,0,0,0,0,7,4,52,13,0,0,0,0,0,0,5,9.2,9.2,7.2,0,89,0
23,5,0,0,0,0,0,0,0,0,0,0,5,4,52,13,0,0,0,0,0,0,5,9.2,9.2,7.2,0,170,0
24,3,0,0,0,0,0,0,0,0,0,0,4,4,39,9.75,0,0,0,0,0,0,4,7.9,7.9,5.9,0,175,0
28,16,6,0,0,0,0,0,1,0,0,0,9,6,41,6.83,0,0,0,0,0,0,4,10.1,10.1,7.1,0,120,0
24,15,2,0,0,0,0,0,0,0,0,0,5,3,42,14,0,0,0,0,0,0,4,7.2,7.2,5.7,0,95,0
23,7,0,0,0,0,0,0,0,0,0,0,8,4,40,10,0,0,0,0,0,0,4,8,8,6,0,173,0
25,9,0,0,0,0,0,0,0,0,0,0,3,3,35,11.67,0,1,0,0,0,0,4,6.5,6.5,5,0,126,0
26,8,1,0,0,0,0,0,0,0,0,0,8,6,60,10,0,2,1,0,0,0,4,10,11,7,0,174,0
26,5,2,0,0,0,0,0,0,0,0,0,6,4,36,9,0,0,0,0,0,0,4,7.6,7.6,5.6,0,98,0
34,16,4,0,0,0,0,0,0,0,0,0,4,3,39,13,0,0,0,0,0,0,4,6.9,6.9,5.4,0,96,0
24,10,0,0,0,0,0,0,2,2,1,0,7,7,37,5.29,0,0,0,0,0,0,4,10.9,10.9,7.4,0,122,0
25,14,3,0,0,0,0,0,3,3,1,0,3,2,35,17.5,0,0,0,0,0,0,4,5.8,5.8,4.8,0,123,0
24,6,0,0,0,0,0,0,3,9,3,0,6,4,30,7.5,0,0,0,0,0,0,4,7.9,7.9,5.9,0,121,0
25,11,6,0,0,0,0,0,0,0,0,0,6,5,36,7.2,0,0,0,0,0,0,4,8.6,8.6,6.1,0,99,0
26,16,0,0,0,0,0,0,1,4,4,0,6,4,38,9.5,0,0,0,0,0,0,4,8.2,8.2,6.2,0,119,0
23,5,0,0,0,0,0,0,8,32,4,0,4,3,5,1.67,0,0,0,0,0,0,4,6.7,6.7,5.2,0,124,0
31,8,4,0,0,0,0,0,0,0,0,0,3,3,38,12.67,0,0,0,0,0,0,4,6.8,6.8,5.3,0,97,0
21,7,0,0,0,0,0,0,0,0,0,0,12,4,35,8.75,0,0,0,0,0,0,4,7.5,7.5,5.5,0,177,0
23,3,1,0,0,0,0,0,0,0,0,0,6,3,37,12.33,0,0,0,0,0,0,4,6.7,6.7,5.2,0,176,0
24,6,0,0,0,0,0,0,8,36,4.5,0,0,0,0,0,0,0,0,0,0,0,4,3.6,3.6,3.6,0,125,0
28,13,8,0,0,0,0,0,0,0,0,0,4,3,27,9,0,0,0,0,0,0,3,5.7,5.7,4.2,0,101,0
28,15,0,0,0,0,0,0,11,20,1.82,0,2,1,9,9,0,0,0,0,0,0,3,3.9,3.9,3.4,0,130,0
28,4,0,0,0,0,0,0,16,43,2.69,0,1,1,9,9,0,1,1,0,0,0,3,4.2,5.2,3.7,0,128,0
26,1,0,0,0,0,0,0,4,25,6.25,0,1,1,6,6,0,0,0,0,0,0,3,4.1,4.1,3.6,0,129,0
27,1,0,0,0,0,0,0,9,25,2.78,0,0,0,0,0,0,0,0,0,0,0,3,2.5,2.5,2.5,0,131,0
26,13,1,0,0,0,0,0,0,0,0,0,10,5,33,6.6,0,0,0,0,0,0,3,8.3,8.3,5.8,0,100,0
26,13,0,0,0,0,0,0,0,0,0,0,3,2,25,12.5,0,0,0,0,0,0,3,4.5,4.5,3.5,0,179,0
23,5,0,0,0,0,0,0,6,29,4.83,0,5,3,5,1.67,0,0,0,0,0,0,3,6.4,6.4,4.9,0,127,0
24,4,0,0,0,0,0,0,0,0,0,0,5,4,32,8,0,0,0,0,0,0,3,7.2,7.2,5.2,0,178,0
23,6,0,0,0,0,0,0,1,17,17,0,0,0,0,0,0,1,0,0,0,0,2,1.7,1.7,1.7,0,191,0
29,14,4,0,0,0,0,0,1,0,0,0,4,4,15,3.75,0,0,0,0,0,0,2,5.5,5.5,3.5,0,140,0
29,1,0,0,0,0,0,0,11,17,1.55,0,1,1,5,5,0,0,0,0,0,0,2,3.2,3.2,2.7,0,132,0
36,2,0,7,17,59,0,1,2,13,6.5,0,0,0,0,0,0,0,0,0,0,0,2,1.7,2.7,2.7,0,59,0
27,13,2,0,0,0,0,0,0,0,0,0,5,3,23,7.67,0,0,0,0,0,0,2,5.3,5.3,3.8,0,103,0
28,16,4,0,0,0,0,0,2,3,1.5,0,3,2,17,8.5,0,0,0,0,0,0,2,4,4,3,0,134,0
24,8,0,0,0,0,0,0,0,0,0,0,2,1,44,44,0,1,1,0,0,0,2,3.4,4.4,2.9,0,180,0
25,13,10,0,0,0,0,0,0,0,0,0,1,1,24,24,0,0,0,0,0,0,2,3.4,3.4,2.9,0,102,0
23,11,0,0,0,0,0,0,2,19,9.5,0,0,0,0,0,0,0,0,0,0,0,2,1.9,1.9,1.9,0,135,0
25,4,0,0,0,0,0,0,0,0,0,0,3,1,22,22,0,0,0,0,0,0,2,3.2,3.2,2.7,0,183,0
26,7,0,0,0,0,0,0,4,16,4,0,0,0,0,0,0,0,0,0,0,0,2,1.6,1.6,1.6,0,138,0
27,1,0,2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.6,1.6,1.6,0,60,0
23,14,0,0,0,0,0,0,0,0,0,0,3,2,17,8.5,0,0,0,0,0,0,2,3.7,3.7,2.7,0,190,0
27,5,0,0,0,0,0,0,0,0,0,0,13,3,21,7,0,0,0,0,0,0,2,5.1,5.1,3.6,0,184,0
25,4,0,0,0,0,0,0,6,16,2.67,0,1,0,0,0,0,0,0,0,0,0,2,1.6,1.6,1.6,0,139,0
29,8,0,0,0,0,0,0,0,0,0,0,9,5,24,4.8,0,0,0,0,0,0,2,7.4,7.4,4.9,0,181,0
22,10,1,0,0,0,0,0,2,4,2,0,6,5,36,7.2,0,2,1,0,0,0,2,7,8,4.5,0,186,0
24,5,0,0,0,0,0,0,1,-3,-3,0,3,3,22,7.33,0,0,0,0,0,0,2,4.9,4.9,3.4,0,136,0
29,6,3,0,0,0,0,0,0,0,0,0,3,3,18,6,0,0,0,0,0,0,2,4.8,4.8,3.3,0,188,0
31,3,0,0,0,0,0,0,6,17,2.83,0,0,0,0,0,0,0,0,0,0,0,2,1.7,1.7,1.7,0,137,0
24,1,1,0,0,0,0,0,0,0,0,0,1,1,23,23,0,0,0,0,0,0,2,3.3,3.3,2.8,0,104,0
23,4,0,0,0,0,0,0,1,4,4,0,2,2,17,8.5,0,0,0,0,0,0,2,4.1,4.1,3.1,0,133,0
22,6,0,0,0,0,0,0,0,0,0,0,3,2,20,10,0,0,0,0,0,0,2,4,4,3,0,185,0
25,3,0,0,0,0,0,0,6,15,2.5,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1.5,1.5,0,141,0
28,4,0,0,0,0,0,0,0,0,0,0,5,2,17,8.5,0,0,0,0,0,0,2,3.7,3.7,2.7,0,189,0
29,3,2,0,0,0,0,0,0,0,0,0,3,2,18,9,0,0,0,0,0,0,2,3.8,3.8,2.8,0,187,0
25,16,0,0,0,0,0,0,0,0,0,0,2,1,23,23,0,0,0,0,0,0,2,3.3,3.3,2.8,0,182,0
25,10,0,0,0,0,0,0,1,1,1,0,4,3,28,9.33,0,1,1,0,0,0,1,3.9,4.9,2.4,0,146,0
23,6,0,0,0,0,0,0,0,0,0,0,4,1,10,10,0,0,0,0,0,0,1,2,2,1.5,0,197,0
26,8,1,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,1,1.6,1.6,1.1,0,149,0
25,8,0,0,0,0,0,0,0,0,0,0,2,1,8,8,0,0,0,0,0,0,1,1.8,1.8,1.3,0,202,0
32,2,0,0,0,0,0,0,6,7,1.17,0,3,2,7,3.5,0,0,0,0,0,0,1,3.4,3.4,2.4,0,142,0
25,12,0,0,0,0,0,0,0,0,0,0,2,1,12,12,0,0,0,0,0,0,1,2.2,2.2,1.7,0,195,0
25,14,3,0,0,0,0,0,0,0,0,0,5,2,9,4.5,0,0,0,0,0,0,1,2.9,2.9,1.9,0,109,0
23,5,0,6,12,43,0,1,4,11,2.75,0,0,0,0,0,0,0,0,0,0,0,1,0.8,1.8,1.8,0,63,0
23,11,0,0,0,0,0,0,0,0,0,0,2,2,14,7,0,0,0,0,0,0,1,3.4,3.4,2.4,0,105,0
23,3,1,0,0,0,0,0,0,0,0,0,1,1,14,14,0,0,0,0,0,0,1,2.4,2.4,1.9,0,106,0
28,3,0,2,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.8,0.8,0,62,0
24,16,0,0,0,0,0,0,0,0,0,0,1,1,10,10,0,0,0,0,0,0,1,2,2,1.5,0,196,0
24,3,0,0,0,0,0,0,0,0,0,0,2,1,8,8,0,0,0,0,0,0,1,1.8,1.8,1.3,0,200,0
33,1,0,2,3,29,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1.5,1.5,1.5,0,61,0
26,2,0,0,0,0,0,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.8,0.8,0,148,0
23,16,0,0,0,0,0,0,0,0,0,0,2,1,7,7,0,0,0,0,0,0,1,1.7,1.7,1.2,0,205,0
30,1,1,0,0,0,0,0,0,0,0,0,4,2,7,3.5,0,0,0,0,0,0,1,2.7,2.7,1.7,0,203,0
23,2,0,0,0,0,0,0,0,0,0,0,2,1,8,8,0,0,0,0,0,0,1,1.8,1.8,1.3,0,201,0
23,1,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,0,1,1.7,1.7,1.2,0,204,0
26,2,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,1,1.5,1.5,1,0,112,0
22,9,0,0,0,0,0,0,0,0,0,0,5,1,12,12,0,0,0,0,0,0,1,2.2,2.2,1.7,0,194,0
25,5,0,0,0,0,0,0,3,8,2.67,0,1,0,0,0,0,0,0,0,0,0,1,0.8,0.8,0.8,0,199,0
28,1,0,0,0,0,0,0,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.9,0.9,0,147,0
24,10,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,1,1.5,1.5,1,0,111,0
29,16,4,0,0,0,0,0,0,0,0,0,4,2,13,6.5,0,0,0,0,0,0,1,3.3,3.3,2.3,0,144,0
24,12,9,0,0,0,0,0,0,0,0,0,4,3,11,3.67,0,0,0,0,0,0,1,4.1,4.1,2.6,0,145,0
23,2,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,0,0,0,1,1.9,1.9,1.4,0,198,0
26,7,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,0,1,1.7,1.7,1.2,0,110,0
27,8,4,0,0,0,0,0,0,0,0,0,4,2,9,4.5,0,0,0,0,0,0,1,2.9,2.9,1.9,0,108,0
26,3,0,0,0,0,0,0,0,0,0,0,3,2,11,5.5,0,0,0,0,0,0,1,3.1,3.1,2.1,0,107,0
22,12,0,0,0,0,0,0,0,0,0,0,3,1,5,5,0,0,0,0,0,0,1,1.5,1.5,1,0,206,0
26,16,5,0,0,0,0,0,4,11,2.75,0,1,1,2,2,0,0,0,0,0,0,1,2.3,2.3,1.8,0,143,0
32,16,0,0,0,0,0,0,0,0,0,0,3,2,13,6.5,0,0,0,0,0,0,1,3.3,3.3,2.3,0,193,0
24,3,0,0,0,0,0,0,0,0,0,0,1,1,14,14,0,1,0,0,0,0,1,2.4,2.4,1.9,0,192,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0
26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0
25,12,0,0,0,0,0,0,1,-4,-4,0,2,1,7,7,0,0,0,0,0,0,0,1.3,1.3,0.8,0,207,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0
24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,209,0
23,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215,0
27,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
24,11,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0
26,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0
24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0
23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0
24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0
28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,211,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0
34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0
26,3,0,0,0,0,0,0,2,19,9.5,0,0,0,0,0,0,1,1,0,0,0,0,-0.1,0.9,-0.1,0,165,0
22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
31,14,2,0,0,0,0,0,1,-7,-7,0,2,1,9,9,0,0,0,0,0,0,0,1.2,1.2,0.7,0,208,0
27,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0
22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0
30,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0
24,1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1,-0.1,0,69,0
25,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0
23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0
26,3,0,2,3,23,0,0,7,-9,-1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0
27,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0
28,2,0,1,3,8,0,0,3,-2,-0.67,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.1,0.1,0,65,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0
23,1,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0,150,0
24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,227,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0
27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0
32,2,1,19,35,138,0,3,1,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0.3,3.3,3.3,0,64,0
37,3,0,5,7,20,0,0,1,0,0,0,1,1,-7,-7,0,1,0,0,0,0,0,1.1,1.1,0.6,0,66,0
25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0
33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,237,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0
25,5,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,1.2,1.2,0.7,0,151,0
27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0
32,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0
35,1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.1,-0.1,0,70,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0
25,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
24,3,0,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1.1,1.1,0.6,0,152,0
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0
26,4,0,2,4,2,0,0,7,-7,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-0.6,-0.6,-0.6,0,72,0
33,5,0,1,2,7,0,0,11,-8,-0.73,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5,-0.5,-0.5,0,71,0
23,12,0,0,0,0,0,0,0,0,0,0,3,2,15,7.5,0,1,1,0,0,0,-1,1.5,2.5,0.5,0,242,0
28,5,0,1,4,8,0,0,8,2,0.25,0,0,0,0,0,0,1,1,0,0,0,-1,-1.5,-0.5,-1.5,0,73,0
30,3,0,0,0,0,0,0,1,-11,-11,0,0,0,0,0,0,0,0,0,0,0,-1,-1.1,-1.1,-1.1,0,243,0
29,2,0,0,0,0,0,0,4,10,2.5,0,2,1,3,3,0,1,1,0,0,0,-1,0.3,1.3,-0.2,0,166,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-2,-2,-1,-2,0,246,0
26,4,0,0,0,0,0,0,1,0,0,0,1,1,3,3,0,2,1,0,0,0,-2,-0.7,0.3,-1.2,0,244,0
23,2,0,0,5,0,0,1,1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,-2,-2.2,-1.2,-1.2,0,74,0
25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-2,-2,-1,-2,0,247,0
24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-2,-2,-1,-2,0,245,0
